"ID","Project","ScriptName","login","password","TestDescription","ClientChannel","Locale","Currency","Brand","ShipEmail","ShipPhone","ShipCity","ShipCountryCode","ShipLine1","ShipLine2","ShipPostalCode","ShipState","ShipFirstName","ShipLastName","BillEmail","LoyaltyCardNumber","LoyaltyCardId","BillPhone","BillCity","BillCountryCode","BillLine1","BillLine2","BillPostalCode","BillState","BillFirstName","BillLastName","PromoCode","ShipmentType","shipping_option","CreditCard","CCType","ExpMonth","ExpYear","UseSVS","SVS","PIN","CVV","pay_type","Checkout","QtyIncrease","SqlQuery","Databases","DB_ENV","Endpoints","SVC_ENV"
"TFS47087","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb","svc_qa_auto@qagsecomprod.oib.com","T3sting","Should checkout as an existing user with a domestic address different billing than shipping","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2020","false",,,"454","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47088","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb","svc_qa_auto@qagsecomprod.oib.com","T3sting","Should checkout with multiple ship groups as an authenticated user using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2026","false",,,"8523","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47089","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb","svc_qa_auto@qagsecomprod.oib.com","T3sting","Should checkout with multiple ship groups as an authenticated user using a SVS card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2016","false",,,"551","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47090","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout with multiple ship groups as a guest user using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Standard","343434343434343","AmericanExpress","9","2014","false",,,"8942","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47091","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout with multiple ship groups as a guest user using a SVS card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2020","true","6364911003888800190","9449","112","svs","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47092","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb","svc_qa_auto@qagsecomprod.oib.com","T3sting","Should checkout as an authenticated user with a PUR card using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2015","false",,,"6581","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47093","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout as an guest user with a PUR card using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2020","false",,,"548","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47094","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb ","svc_qa_auto@qagsecomprod.oib.com","T3sting","Should checkout with single product that has increased qty authenticated user using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","Standard","343434343434343","AmericanExpress","9","2014","false",,,"5515","generate","true","1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47095","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout with single product that has increased qty guest user using a credit card","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Grapevine","US","625 Westport Pkwy",,"76051","TX","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Irving","US","5615 High Point Dr",,"75038","TX","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2014","false",,,"5551","generate","true","1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47096","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Huntsville AL","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Huntsville","US","2600 Memorial Pkwy NW","Suite 300","35810","AL","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Huntsville","US","2600 Memorial Pkwy NW","Suite 300","35810","AL","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","10","2020","false",,,"1215","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47097","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Anchorage AK","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Anchorage","US","320 West 5th Avenue",,"99501","AK","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Anchorage","US","320 West 5th Avenue",,"99501","AK","Accept","Billing",,"ShipToAddress","Saver","343434343434343","AmericanExpress","9","2014","false",,,"1251","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47098","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Phoenix AZ","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Phoenix","US","545 E McDowell",,"85007","AZ","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Phoenix","US","545 E McDowell",,"85007","AZ","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2015","false",,,"124","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47099","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Bentonville AR","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Bentonville","US","1401 Phyllis St",,"72712","AR","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Bentonville","US","1401 Phyllis St",,"72712","AR","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","9","2016","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47100","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship San Jose CA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","San Jose","US","777 Story Rd","Apt 2","95122","CA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","San Jose","US","777 Story Rd","Apt 2","95122","CA","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2025","false",,,"515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47101","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Denver CO","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Denver","US","505 East Colfax Avenue",,"80203","CO","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Denver","US","505 East Colfax Avenue",,"80203","CO","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2030","false",,,"5158","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47102","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Hartford CT","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Hartford","US","98 Weston St",,"16120","CT","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Hartford","US","98 Weston St",,"16120","CT","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2033","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47103","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Camden DE","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Camden","US","263 Walmart Dr",,"19934","DE","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Camden","US","263 Walmart Dr",,"19934","DE","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2014","false",,,"1024","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47104","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Washington DC","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Washington","US","6 Independence Ave SW",,"20004","DC","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Washington","US","6 Independence Ave SW",,"20004","DC","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47105","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Tampa FL","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Tampa","US","5440 Washington St",,"33606","FL","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Tampa","US","5440 Washington St",,"33606","FL","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2014","false",,,"6651","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47106","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Atlanta GA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Atlanta","US","30 Marietta St","5th Floor","30303","GA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Atlanta","US","30 Marietta St","5th Floor","30303","GA","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"454","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47107","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Honolulu HI","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Honolulu","US","888 Kapahulu Ave",,"96816","HI","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Honolulu","US","888 Kapahulu Ave",,"96816","HI","Accept","Billing",,"ShipToAddress","Expedited","343434343434343","AmericanExpress","9","2026","false",,,"8523","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47108","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Boise ID","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Boise","US","1185 Vista Ave",,"83705","ID","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Boise","US","1185 Vista Ave",,"83705","ID","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2016","false",,,"551","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47109","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Naperville IL","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Naperville","US","1183 Ogden Ave",,"60563","IL","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Naperville","US","1183 Ogden Ave",,"60563","IL","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2014","false",,,"8942","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47110","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Greenfield IN","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Greenfield","US","1602 North State Street",,"46140","IN","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Greenfield","US","1602 North State Street",,"46140","IN","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47111","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Hampton IA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Hampton","US","411 Central Avenue",,"50441","IA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Hampton","US","411 Central Avenue",,"50441","IA","Accept","Billing",,"ShipToAddress","One Day","343434343434343","AmericanExpress","9","2015","false",,,"6581","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47112","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Manhattan KS","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Manhattan","US","1011 Westloop Place",,"66502","KS","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Manhattan","US","1011 Westloop Place",,"66502","KS","Accept","Billing",,"ShipToAddress","Two Day","6011186767363110","Discover","8","2020","false",,,"548","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47113","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Covington KY","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Covington","US","302 Philadelphia",,"41011","KY","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Covington","US","302 Philadelphia",,"41011","KY","Accept","Billing",,"ShipToAddress","Value","343434343434343","AmericanExpress","9","2014","false",,,"5515","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47114","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Baton Rouge LA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Baton Rouge","US","5224 Florida Blvd",,"70806","LA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Baton Rouge","US","5224 Florida Blvd",,"70806","LA","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","8","2020","false",,,"125","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47115","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Auburn ME","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Auburn","US","128 Center Street",,"64710","ME","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Auburn","US","128 Center Street",,"64710","ME","Accept","Billing",,"ShipToAddress","One Day","6011186767363110","Discover","8","2020","false",,,"121","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47116","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship LaPlata MD","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","LaPlata","US","6385 Crain Highway",,"20646","MD","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","LaPlata","US","6385 Crain Highway",,"20646","MD","Accept","Billing",,"ShipToAddress","Two Day","343434343434343","AmericanExpress","9","2014","false",,,"1251","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47117","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Boston MA","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Boston","US","329 Washington St",,"32108","MA","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Boston","US","329 Washington St",,"32108","MA","Accept","Billing",,"ShipToAddress","Value","6011186767363110","Discover","8","2015","false",,,"124","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
"TFS47118","Checkout","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\checkout_regular.rb",,,"Should checkout guest user with cc same bill ship Detroit MI","GS_US","en-US","USD","GS","svc_qa_auto@qagsecomprod.oib.com","8177227093","Detroit","US","1000 Mack Ave",,"48207","MI","Accept","Shipper","svc_qa_auto@qagsecomprod.oib.com",,,"8177226078","Detroit","US","1000 Mack Ave",,"48207","MI","Accept","Billing",,"ShipToAddress","Standard","6011186767363110","Discover","9","2016","false",,,"112","generate","true","0","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1"
