"ID","Project","ScriptName","login","password","TestDescription","ClientChannel","Locale","Currency","Brand","ShipEmail","ShipPhone","ShipCity","ShipCountryCode","ShipLine1","ShipLine2","ShipPostalCode","ShipState","ShipFirstName","ShipLastName","BillEmail","LoyaltyCardNumber","LoyaltyCardId","BillPhone","BillCity","BillCountryCode","BillLine1","BillLine2","BillPostalCode","BillState","BillFirstName","BillLastName","PromoCode","ShipmentType","shipping_option","CreditCard","CCType","ExpMonth","ExpYear","UseSVS","SVS","PIN","CVV","pay_type","Checkout","QtyIncrease","SqlQuery","Databases","DB_ENV","Endpoints","SVC_ENV","Sku"
"OMS11","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_perf_purcc_spec.rb","oms_qa_perf11@gamestop.com","T3sting1","Performance test create 500 orders using PURCC3","GS_US","en-US","USD","GS","oms_qa_perf11@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","oms_qa_perf11@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","7788400030004324","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",952002
"OMS12","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_perf_purcc_spec.rb","oms_qa_perf12@gamestop.com","T3sting1","Performance test create 500 orders using PURCC4","GS_US","en-US","USD","GS","oms_qa_perf12@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","oms_qa_perf12@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","7788400030004365","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",952002
"TFS18125","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_01@gamestop.com","T3sting1","IMS UAT Single item order pay with MC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","5555555555554444","MasterCard",12,2020,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",952002
"TFS18127","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_02@gamestop.com","T3sting1","IMS UAT Single item order pay with VI","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","4111111111111111","Visa",12,2020,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",952002
"TFS18128","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_03@gamestop.com","T3sting1","IMS UAT Single item order pay with DI","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","6011111111111117","Discover",12,2020,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",952002
"TFS18131","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_04@gamestop.com","T3sting1","IMS UAT Single item order pay with GC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364911003999900208",3552,,"svs","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",230195
"TFS18132","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_05@gamestop.com","T3sting1","IMS UAT Single item order pay with PUR","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364913880999911741",7232,,"svs","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",230647
"TFS18133","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_06@gamestop.com","T3sting1","IMS UAT Single item order pay with EDGE","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6006493511999905392",6781,,"svs","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",230647
"TFS18136","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_07@gamestop.com","T3sting1","IMS UAT Multiple item order pay with MC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","5555555555554444","MasterCard",12,2020,"false",,,121,"cc","true","2|3","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","230654|230647"
"TFS18138","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_08@gamestop.com","T3sting1","IMS UAT Multiple item order pay with VI","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","4111111111111111","Visa",12,2020,"false",,,121,"cc","true","1|1|1|1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B804177A|550001|523001|270715|200831"
"TFS18140","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_09@gamestop.com","T3sting1","IMS UAT Multiple item order pay with AM","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","343434343434343","AmericanExpress",9,2026,"false",,,8523,"cc","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","952002|020066"
"TFS18141","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_10@gamestop.com","T3sting1","IMS UAT Multiple item order pay with PUR","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364913880999911741",7232,,"svs","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","952002|550001"
"TFS18142","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_11@gamestop.com","T3sting1","IMS UAT Multiple item order pay with GC PHYSICAL and DLC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364911003999900208",3552,,"svs","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","952002|550001"
"TFS18143","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_12@gamestop.com","T3sting1","IMS UAT Multiple item order pay with EDGE","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6006493511999905392",6781,,"svs","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","952002|550001"
"TFS67117","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_13@gamestop.com","T3sting1","PCD Web MLSU Dal Sku PCD Lou SKU Bundle sku DLC Order Placed with CC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","4111111111111111","Visa",12,2020,"false",,,121,"cc","true","1|1|1|1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B804177A|550001|523001|270715|200831"
"TFS67706","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_14@gamestop.com","T3sting1","PCD Web Create DLCPO with GC","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364911003999900208",3552,,"svs","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",103057
"TFS67694","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_16@gamestop.com","T3sting1","Validate a Bundle when one of  its components is price protected","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","5555555555554444","MasterCard",12,2020,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B020056T"
"TFS67707","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_17@gamestop.com","T3sting1","Price protection should apply to the configured bundle only","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","4111111111111111","Visa",12,2020,"false",,,121,"cc","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B020056T|B270778A"
"TFS57905","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_18@gamestop.com","T3sting1","Just need a web order and modification will be done in sterling","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","343434343434343","AmericanExpress",9,2026,"false",,,8523,"cc","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B804177A"
"TFS59035","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_19@gamestop.com","T3sting1","Create DSV bundle and verify only child SKUs are  sent in the PO request to vendor","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","343434343434343","AmericanExpress",9,2026,"false",,,8523,"cc","true","1|1","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","B020056T"
"TFS69448","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_review_user@gamestop.com","T3sting1","DLC Order paid with a PURCC and ensure it goes on FRAUD CHECK REVIEW","GS_US","en-US","USD","GS","oms_review_user@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Review","OMS","oms_review_user@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Review","OMS",,"ShipToAddress","Value","7788400030004241","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",550001
"TFS69540","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_20@gamestop.com","T3sting1","SLSU order tendered with PURCC having a line level discount","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","7788400030004241","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",200104
"TFS69444","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_02@gamestop.com","T3sting1","PURCC with a PreOrder sku having a street date greater than 1","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","7788400030004241","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",150026
"TFS62861","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_03@gamestop.com","T3sting1","DLCPO VS to AMEX Update Credit card on web order history screen","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","4111111111111111","Visa",12,2020,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",101969
"TFS87347","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_04@gamestop.com","T3sting1","DLCPO PURCC to VS Update Credit card on web order history screen","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value","7788400030004241","PURCC",12,2049,"false",,,121,"cc","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",101969
"TFS87349","OMS","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\Services\Checkout\oms_checkout_spec.rb","oms_qa_05@gamestop.com","T3sting1","DLCPO GC to DS Update Credit card on web order history screen","GS_US","en-US","USD","GS","robertsantos@gamestop.com",8177227093,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS","robertsantos@gamestop.com",,,8177226078,"Grapevine","US","625 Westport Pkwy",,76051,"TX","Accept","OMS",,"ShipToAddress","Value",,,,,"true","6364911003999900208",3552,,"svs","true",1,"get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1",101969
