"id","product","functional_area","entry","exit","user_role","test_level","script_name","file_name","test_description","login","password","powerup_number","svs","pin","cc_type","cc_number","cc_month","cc_year","cvv","shipping_option","ship_first_name","ship_last_name","ship_addr1","ship_addr2","ship_city","ship_state","ship_zip","ship_country","ship_email","ship_phone","load_ship_addr_from_profile","bill_first_name","bill_last_name","bill_addr1","bill_addr2","bill_city","bill_state","bill_zip","bill_country","bill_email","bill_phone","load_bill_addr_from_profile","hops_zip","hops_phone","submit_order_flag","use_paypal_at_cart","use_paypal_at_payment","power_up_rewards_number","promo_code_number","add_free_gift","gift_msg","add_digital_wallet","pay_from_digital_wallet","billing_address_same_as_shipping","sign_up_weekly_ads","renewal_type","renew_pur","GC_TYPE","GC_AMNT","GC_QTY","do_linkshare","do_ef","do_ci","do_optimizely","do_adroll","do_google_analytics","do_merge_cart","do_ispu","do_upsell","do_change_payment","is_under_age","validate_certona_cart","validate_cart_badge","subscribe","unsubscribe","SqlQuery","Databases","DB_ENV","Endpoints","SVC_ENV","Property","PROP_URL"
"TFS48604","Checkout","Checkout",,,"GU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout create new account populate profile with ship addr only",,,3876234510014,,,"American Express",343434343434343,"12",2015,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"TRUE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"False","FALSE","False","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48605","Checkout","Checkout",,,"GU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout create new account without updating profile",,,3876234510014,,,"Visa","4111111111111111","12",2015,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"FALSE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"False","FALSE","TRUE","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48606","Checkout","Checkout",,,"NU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout and create new user and populate profile with ship and bill addr ",,,3876234510014,,,"American Express",343434343434343,"12",2020,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"TRUE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"TRUE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"False","FALSE","FALSE","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48607","Checkout","Checkout",,,"NU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout and create new user and populate profile with bill addr only",,,3876234510014,,,"American Express",343434343434343,"07",2020,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"FALSE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"TRUE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"TRUE","FALSE","FALSE","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48608","Checkout","Checkout",,,"NU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout create new account without updating profile save digital wallet",,,3876234510014,,,"Visa","4111111111111111","12",2020,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"FALSE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"TRUE","FALSE","FALSE","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48609","Checkout","Checkout",,,"NU","Order Entry","new_user_checkout_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb","Should checkout create new account update profile and save digital wallet",,,3876234510014,,,"Visa","4111111111111111","12",2020,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa@gamestop.com",9728916038,"TRUE","Accept","Tester","5615 High Point Dr",,"Irving","Texas",75038,"United States of America","auto_generic_qa2@gamestop.com",9728916078,"TRUE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"TRUE","FALSE","FALSE","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48610","Checkout","Checkout",,,"GU","ISPU","guest_checkout_ISPU_spec.rb ","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb","Should checkout guest ISPU",,,3876234510014,,,"Visa","4111111111111111","01",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"True","FALSE","False","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","Get_PreOrder_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48611","Checkout","Checkout",,,"GU","ISPU","guest_checkout_ISPU_spec.rb ","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb","Should checkout guest ISPU mature product",,,3876234510014,,,"Visa","4111111111111111","02",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"True","FALSE","False","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_PreOrder_Mature_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48612","Checkout","Checkout",,,"GU","ISPU","guest_checkout_ISPU_spec.rb ","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb","Should checkout guest ISPU mature and not mature product",,,3876234510014,,,"Visa","4111111111111111","03",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"True","FALSE","False","False",,"FALSE","NILL","NILL","NILL","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_PreOrder_Mature_And_Not_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48613","Checkout","Checkout",,,"GU","PGC  ","guest_checkout_GIFT_CARD_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_GIFT_CARD_spec.rb","Should checkout guest gift card 25",,,3876234510014,,,"Visa","4111111111111111","04",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"True","FALSE","False","False",,"FALSE","GiftCard",25,2,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",,"databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
"TFS48614","Checkout","Checkout",,,"GU","PGC  ","guest_checkout_GIFT_CARD_spec.rb","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_GIFT_CARD_spec.rb","Should checkout guest digital gift certificate 25",,,3876234510014,,,"Visa","4111111111111111","05",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2_2@gamestop.com",8174242000,"FALSE","Accept","Tester","625 Westport Pkwy",,"Grapevine","Texas",76051,"United States of America","auto_generic_qa2@gamestop.com",8174242000,"FALSE",75220,"(972) 891-6078","true","FALSE","FALSE","NULL","NULL","False",,"True","FALSE","False","False",,"FALSE","GiftCertificate",25,2,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,"databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS"
