ID,Project,Focus,ScriptName,TestDescription,login,password,devices,device_name,filter,search_text,sku,return_product_num,esrb_rating,on_hand_quantity,condition,availability,is_available,is_searchable,product_limit,excluded_skus,has_release_date,is_online_only_price,is_online_only,is_backorderable,backorder_limit,is_preorderable,preorder_limit,age_check_month,age_check_year,add_to_cart,cc_type,cc_number,exp_month,exp_year,cvv,svs_number,svs_pin,first_name,last_name,shipping_line1,shipping_line2,shipping_city,shipping_county,shipping_state,shipping_zip,shipping_country,shipping_phone,shipping_email,billing_line1,billing_line2,billing_city,billing_county,billing_state,billing_zip,billing_country,billing_phone,billing_email,Endpoints,SVC_ENV,Property,PROP_URL,SqlQuery,Databases,DB_ENV,browser,submit_order,billing_address_same_as_shipping,change_existing_address,add_product_qty,use_paypal_at_cart,use_paypal_at_payment,GC_TYPE,GC_AMNT,GC_QTY,GC_OTHER_AMNT
TFS96881,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,ESRB t,,,devices.csv,Samsung Galaxy Note 3,,,,1,T,1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96882,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,ESRB m,,,devices.csv,Samsung Galaxy Note,,,,1,M,1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96883,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,ESRB rp,,,devices.csv,Samsung Galaxy Note 3,,,,1,RP,1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96884,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,ESRB None,,,devices.csv,Samsung Galaxy Note 2,,,,1,None,1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96885,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Condition New,,,devices.csv,LG Optimus G,,,,1,"EC,E,E10,T,M,RP,None",1,New,A,1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96886,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Condition Used,,,devices.csv,LG Optimus One,,,,1,"EC,E,E10,T,M,RP,None",1,Used,A,1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96887,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Condition Digital,,,devices.csv,Google Nexus 4,,,,1,"EC,E,E10,T,M,RP,None",1,Digital,A,1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96888,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Condition Refurbished,,,devices.csv,Google Nexus 5,,,,1,"EC,E,E10,T,M,RP,None",1,Refurbished,A,1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96889,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Availability NFS,,,devices.csv,Apple iPhone 6,,,,1,"EC,E,E10,T,M,RP,None",1,"New,Used",NFS,1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS96890,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,Reviews,,,devices.csv,Samsung Galaxy Tab,,,952217,1,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product_by_sku.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS97349,MGS,Browse,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_browse_left_spec.rb   --browser chrome,Breadcrumb Add Remove Phone View,,,devices.csv,Apple iPhone 6,,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS97350,MGS,Browse,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_browse_left_spec.rb   --browser chrome,Breadcrumb Add Remove Tablet View,,,devices.csv,"Motorola Xoom, Xyboard",,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS97351,MGS,Browse,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_browse_main_spec.rb   --browser chrome,Product List and Load More Phone View,,,devices.csv,Apple iPhone 6,,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS97352,MGS,Browse,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_browse_main_spec.rb   --browser chrome,Product List and Load More Tablet View,,,devices.csv,Google Nexus 7,,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98063,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,Recommendations Phone,,,devices.csv,Apple iPhone 4,,,102436,1,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product_by_sku.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98064,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,OnlineOnlyPrice and OnlineOnly are True,,,devices.csv,Apple iPhone 5,,,,1,"EC,E,E10,T,M,RP,None",-100,"New,Used","A,PR",1,1,,"85996,85998,85997",,TRUE,TRUE,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98065,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,OnlineOnlyPrice is True and Digital,,,devices.csv,Apple iPhone 6,,,,1,"EC,E,E10,T,M,RP,None",-100,Digital,"A,PR",1,1,,"85996,85998,85997",,TRUE,FALSE,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98372,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,Continue Shopping and Add to Cart PHONE,,,devices.csv,Samsung Galaxy Note,,,,1,"EC,E,E10,T,M,RP,None",1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98373,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,Continue Shopping and Add to Cart TABLET,,,devices.csv,Apple iPad 3 / 4,,,,1,"EC,E,E10,T,M,RP,None",1,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98368,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Availability BackOrder,,,devices.csv,Apple iPhone 4,,,,1,"EC,E,E10,T,M,RP,None",0,New,BO,1,1,NULL,"85996,85998,85997",,,,TRUE,1,FALSE,0,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98369,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Availability PreOrder,,,devices.csv,Apple iPhone 5,,,,1,"EC,E,E10,T,M,RP,None",0,New,PR,1,1,NULL,"85996,85998,85997",,,,FALSE,0,TRUE,1,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98370,MGS,Product,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_product_details_spec.rb   --browser chrome,PurchaseOptions Availability Out of Stock,,,devices.csv,Apple iPhone 6,,,,1,"EC,E,E10,T,M,RP,None",0,"New,Used","A,PR",1,1,NULL,"85996,85998,85997",,TRUE,,FALSE,,TRUE,0,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS99023,MGS,Frame,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_frame_spec.rb   --browser chrome,PHONE Frame Validation,mgs_frame01@gs.com,T3sting1,devices.csv,Samsung Galaxy Note,,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS99024,MGS,Frame,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_frame_spec.rb   --browser chrome,TABLET Frame Validation,,,devices.csv,Samsung Galaxy Tab,,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98971,MGS,Search,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_search_spec.rb   --browser chrome,PHONE Search Should show  PreOrder label,,,devices.csv,Samsung Galaxy Note,Pre-Release,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98972,MGS,Search,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_search_spec.rb   --browser chrome,TABLET Search Should show Future ReleaseDate only,,,devices.csv,Apple iPad 3 / 4,Month After Next,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98973,MGS,Search,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_search_spec.rb   --browser chrome,PHONE Search Should show  Product Rating label,,,devices.csv,LG Optimus G,9+,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
TFS98974,MGS,Search,%QAAUTOMATION_SCRIPTS%\GameStopRespMobile\spec\UI\mgs_search_spec.rb   --browser chrome,TABLET Search Should show  PickUp At Store label,,,devices.csv,"Motorola Xoom, Xyboard",PickUp@Store,,,,,,,,,,,,,,,,,,,,,FALSE,Visa,4111111111111110,12,2016,121,,,Accept,Tester,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,625 Westport Pkwy,,Grapevine,,Texas,76051,United States of America,8174242000,robertsantos@gamestop.com,endpoints.csv,QA_V1,properties.csv,QA_M2,pdp_get_product.sql,databases.csv,QA_Catalog,chrome,,,,,,,,,,
