"ID","Project","FunctionalArea","Role","Focus","ScriptName","TestDescription","login","password","sku","powerup_number","load_ship_addr_from_profile","load_bill_addr_from_profile","svs","pin","cc_type","cc_number","cc_month","cc_year","cvv","shipping_option","ship_first_name","ship_last_name","ship_addr1","ship_addr2","ship_city","ship_county","ship_state","ship_zip","ship_country","ship_email","confirm_email","ship_phone","bill_first_name","bill_last_name","bill_addr1","bill_addr2","bill_city","bill_county","bill_state","bill_zip","bill_country","bill_email","bill_phone","hops_zip","hops_phone","submit_order_flag","use_paypal_at_cart","use_paypal_at_payment","promo_code_number","discount_type","add_free_gift","gift_msg","add_digital_wallet","pay_from_digital_wallet","billing_address_same_as_shipping","sign_up_weekly_ads","renewal_type","renew_pur","GC_TYPE","GC_AMNT","GC_QTY","GC_OTHER_AMNT","do_linkshare","do_ef","do_ci","do_optimizely","do_adroll","do_google_analytics","do_merge_cart","do_ispu","do_upsell","do_change_payment","is_under_age","validate_certona_cart","validate_cart_badge","subscribe","unsubscribe","SqlQuery","Databases","DB_ENV","Endpoints","SVC_ENV","Property","PROP_URL","env","browser"
"TFS48599","Checkout","Checkout","AU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\authenticated_user_checkout_DLC_spec.rb ","Should checkout mature DLC authenticated user load address from profile and pay with credit card","gsui_20140606_140645_518@qagsecomprod.oib.com","T3sting1",,3976299288728,"FALSE","FALSE",,,"American Express","343434343434343","09",2016,4512,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_20140606_140645_518@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_20140606_140645_518@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"FALSE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_DLC_Mature_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48600","Checkout","Checkout","GU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_spec.rb ","Should checkout available products as guest",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","09",2016,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48601","Checkout","Checkout","GU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_spec.rb ","Should checkout mature products as guest",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","09",2016,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_Available_Mature_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48602","Checkout","Checkout","GU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_spec.rb ","Should checkout mature and not products as guest",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","09",2016,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_Available_Mature_And_Not_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48603","Checkout","Checkout","GU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_DLC_spec.rb ","Should checkout guest digital product",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","09",2016,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_DLC_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48604","Checkout","Checkout","AU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout create new account populate profile with ship addr only",,,,,"FALSE","FALSE",,,"American Express","343434343434343","12",2015,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"FALSE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48605","Checkout","Checkout","AU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout create new account without updating profile",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","12",2015,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"FALSE","FALSE","TRUE","TRUE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48606","Checkout","Checkout","NU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout and create new user and populate profile with ship and bill addr ",,,,,"FALSE","FALSE",,,"generate","343434343434343","12",2020,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"FALSE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48607","Checkout","Checkout","NU","Order Entry","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout and create new user and populate profile with bill addr only",,,,,"FALSE","FALSE",,,"American Express","343434343434343","07",2020,4512,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48608","Checkout","Checkout","NU","Digital Wallet","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout create new account without updating profile save digital wallet",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","12",2020,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48609","Checkout","Checkout","NU","Digital Wallet","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\new_user_checkout_spec.rb ","Should checkout create new account update profile and save digital wallet",,,,,"FALSE","FALSE",,,"generate","4111111111111111","12",2020,123,"Standard","Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",,9728916038,"Accept","Tester","5615 High Point Dr",,"Irving",,"Texas","75038","United States of America","gsui_guest@qagsecomprod.oib.com",9728916078,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","get_single_product.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48610","Checkout","Checkout","GU","ISPU","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb ","Should checkout guest ISPU",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","01",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_PreOrder_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48611","Checkout","Checkout","GU","ISPU","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb ","Should checkout guest ISPU mature product",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","02",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_PreOrder_Mature_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48612","Checkout","Checkout","GU","ISPU","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_ISPU_spec.rb ","Should checkout guest ISPU mature and not mature product",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","03",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE",,,,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Get_PreOrder_Mature_And_Not_Products.sql","databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
"TFS48613","Checkout","Checkout","GU","PGC  ","%QAAUTOMATION_SCRIPTS%\GameStop\Spec\UI\GS\guest_checkout_GIFT_CARD_spec.rb ","Should checkout guest gift card 25",,,,,"FALSE","FALSE",,,"Visa","4111111111111111","04",2020,121,"Standard","Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",,8174242000,"Accept","Tester","625 Westport Pkwy",,"Grapevine",,"Texas","76051","United States of America","gsui_guest@qagsecomprod.oib.com",8174242000,75220,"(972) 891-6078","TRUE","FALSE","FALSE",,,"FALSE",,"TRUE","FALSE","FALSE","FALSE",,"FALSE","GiftCard",25,2,,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",,"databases.csv","QA_Catalog","endpoints.csv","QA_V1","properties.csv","QA_GS","QA","Chrome"
