"ID","Project","ScriptName","TestDescription","login","password","valid_pur_svs_cc","pur","promo_code","continue_checkout","cc_type","cc_number","exp_month","exp_year","cvv","svs_number","svs_pin","first_name","last_name","shipping_line1","shipping_line2","shipping_city","shipping_state","shipping_zip","shipping_country","shipping_phone","shipping_email","billing_line1","billing_line2","billing_city","billing_state","billing_zip","billing_country","billing_phone","billing_email","Endpoints","SVC_ENV","Property","PROP_URL","SqlQuery","Databases","DB_ENV","submit_order","billing_address_same_as_shipping","change_existing_address","do_google_analytics","GC_TYPE","GC_AMNT","GC_QTY","GC_OTHER_AMNT","use_paypal_at_cart","use_paypal_at_payment","do_pixel_validate"
"TFS47464","Cart","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_auth_user_checkout_spec.rb  --login qa_ui_testing1@qagsecomprod.oib.com --password T3sting  --browser chrome","GS Mobile Remove all items from the cart holding multiple products as Auth User","qa_ui_testing1@qagsecomprod.oib.com","T3sting","TRUE",,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_products.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47451","Cart","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Remove one item from the cart holding multiple products as Guest",,,"TRUE",,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_products.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47457","Cart","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Remove Product from the Cart holding Single Product as Guest",,,"TRUE",,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47458","Cart","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Remove all items from the cart holding multiple products as Guest",,,"TRUE",,,"FALSE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_products.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47512","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Order Summary link on Billing Address Page",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47513","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Verify Order Summary link on Handling Page",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47514","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Verify Order Summary link on Shipping Address Page Page",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47260","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47261","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Digital Product Purchase using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_DLC_Products.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47264","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout PreOrder Product Purchase using Valid CC Shipped as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","TRUE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47267","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product And Digital Purchase using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Physical_Digital.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47268","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Preorder and Non Preorder Purchase  Using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","PreOrder_Physical.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47270","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Preorder Product and DLC Purchase  With Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","PreOrder_Digital.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47700","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Modify Billing Address under Payment Page as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47663","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC Edit Quantity as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47664","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product And Digital Purchase using Valid CC Edit Quantity for Both as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47733","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Digital Product Purchase using Valid GC as Guest",,,"TRUE",,,"TRUE",,,,,,"6364913881999911897",6395,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_DLC_Products.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47502","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Optional Gift Msg Field should Accept under 50 Characters as Guest User",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47503","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Optional Gift Msg Field should Accept 50 Characters as Guest User",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47504","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Optional Gift Msg Field should Not Accept over 50 Char as Guest User",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47280","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Invalid CC as Guest",,,"FALSE",,,"TRUE","Visa","1234567890123456",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47281","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Invalid GC as Guest",,,"FALSE",,,"TRUE",,,,,,1234567890123460000,1234,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47272","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase as Employee Order using Valid CC as Guest",,,"TRUE",,"0Rd3RD1SC  ","TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47273","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Order purchase as International Order using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47274","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase for BillShip Mismatch review Using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47275","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Multiple Physical Products Purchase (value GT 200) for High Dollar Review using Valid CC as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","FALSE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47276","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_ISPU_spec.rb   --browser chrome","GS Mobile Checkout PreOrder Product Purchase using Valid CC  Store Pickup as Guest",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","Get_ISPU_Product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47278","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid GC(full payment) as Guest",,,"TRUE",,,"TRUE",,,,,,"6364913881999911897",6395,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
"TFS47516","Checkout","%QAAUTOMATION_SCRIPTS%\GameStopMobile\spec\UI\GSmobile_guest_checkout_spec.rb   --browser chrome","GS Mobile Checkout Physical Product Purchase using Valid CC Uncheck Same Address",,,"TRUE",,,"TRUE","Visa","4111111111111111",12,2020,343,,,"Accept","Tester","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","625 westport pkwy",,"Grapevine","Texas",76051,"US",4691231234,"robertsantos@gamestop.com","endpoints.csv","QA_V1","properties.csv","MQA_GS","get_single_product.sql","databases.csv","QA_Catalog","TRUE","FALSE","FALSE","FALSE",,,,,"FALSE","FALSE",
